[2025-03-09 07:23:34] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-09 07:23:34] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-09 07:23:34] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-09 07:23:35] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-09 07:23:35] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-09 07:23:35] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-09 07:23:36] [class-ss-setup-task.php:33] Creating archive directory: E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014\
[2025-03-09 07:23:36] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/wordpress_nxt/
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css
[2025-03-09 07:24:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:405; Total: 834
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd421171488-Q5XjvF.tmp
[2025-03-09 07:24:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?simply_static_page=1360
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?simply_static_page=1360
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:103] Filesize: 5150 bytes
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-social-icons.min.css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd421171488-Q5XjvF.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:01] [class-ss-page.php:119] Checking Content Identical:3be147216136607bd99305cc35e22d17ecc238e3===. Value: FALSE
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-spacer-rtl.min.css
[2025-03-09 07:24:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:404; Total: 834
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd42117ae17-0h9YpK.tmp
[2025-03-09 07:24:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-spacer-rtl.min.css?simply_static_page=1361
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-spacer-rtl.min.css?simply_static_page=1361
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:103] Filesize: 1833 bytes
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-spacer-rtl.min.css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd42117ae17-0h9YpK.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/css/widget-spacer-rtl.min.css
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:01] [class-ss-page.php:119] Checking Content Identical:c860fc80ccb1a9c18a7f6c31f474ad20b355fd1b===. Value: FALSE
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-spacer.min.css
[2025-03-09 07:24:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:403; Total: 834
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd4211853e3-4D1ErJ.tmp
[2025-03-09 07:24:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?simply_static_page=1362
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?simply_static_page=1362
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:103] Filesize: 1833 bytes
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-spacer.min.css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd4211853e3-4D1ErJ.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/css/widget-spacer.min.css
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:01] [class-ss-page.php:119] Checking Content Identical:c860fc80ccb1a9c18a7f6c31f474ad20b355fd1b===. Value: FALSE
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-star-rating-rtl.min.css
[2025-03-09 07:24:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:402; Total: 834
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd42118d92f-f4iWtG.tmp
[2025-03-09 07:24:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-star-rating-rtl.min.css?simply_static_page=1363
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-star-rating-rtl.min.css?simply_static_page=1363
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:103] Filesize: 2704 bytes
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-star-rating-rtl.min.css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd42118d92f-f4iWtG.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/css/widget-star-rating-rtl.min.css
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:01] [class-ss-page.php:119] Checking Content Identical:e2fce689984c61223b9bf42b12fcefafd49661d7===. Value: FALSE
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-star-rating.min.css
[2025-03-09 07:24:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:401; Total: 834
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd421195893-q2ihqC.tmp
[2025-03-09 07:24:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-star-rating.min.css?simply_static_page=1364
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-star-rating.min.css?simply_static_page=1364
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:103] Filesize: 2703 bytes
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-star-rating.min.css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd421195893-q2ihqC.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/css/widget-star-rating.min.css
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:01] [class-ss-page.php:119] Checking Content Identical:35b4097cb4bb005af934b3456949213a94c44eda===. Value: FALSE
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-tabs-rtl.min.css
[2025-03-09 07:24:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:400; Total: 834
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd42119fe87-HoerIc.tmp
[2025-03-09 07:24:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-tabs-rtl.min.css?simply_static_page=1365
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-tabs-rtl.min.css?simply_static_page=1365
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:103] Filesize: 4196 bytes
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-tabs-rtl.min.css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd42119fe87-HoerIc.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/css/widget-tabs-rtl.min.css
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:01] [class-ss-page.php:119] Checking Content Identical:a44a40c73a2f80acde643e12ae3f11204a1b6c2d===. Value: FALSE
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-tabs.min.css
[2025-03-09 07:24:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:399; Total: 834
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd4211ac327-SgOS6w.tmp
[2025-03-09 07:24:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-tabs.min.css?simply_static_page=1366
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-tabs.min.css?simply_static_page=1366
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:103] Filesize: 4197 bytes
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-tabs.min.css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd4211ac327-SgOS6w.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/css/widget-tabs.min.css
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:01] [class-ss-page.php:119] Checking Content Identical:19d1edd8409696ce27fdd8b7312d592aee1a86d8===. Value: FALSE
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-testimonial-rtl.min.css
[2025-03-09 07:24:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:398; Total: 834
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd4211b6257-LG6SQq.tmp
[2025-03-09 07:24:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-testimonial-rtl.min.css?simply_static_page=1367
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-testimonial-rtl.min.css?simply_static_page=1367
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:103] Filesize: 1680 bytes
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-testimonial-rtl.min.css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd4211b6257-LG6SQq.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/css/widget-testimonial-rtl.min.css
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:01] [class-ss-page.php:119] Checking Content Identical:b52de0dbf4848753de197c960daa8d65de9257ce===. Value: FALSE
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-testimonial.min.css
[2025-03-09 07:24:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:397; Total: 834
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd4211bce9f-wD4ii5.tmp
[2025-03-09 07:24:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-testimonial.min.css?simply_static_page=1368
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-testimonial.min.css?simply_static_page=1368
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:103] Filesize: 1680 bytes
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-testimonial.min.css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd4211bce9f-wD4ii5.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/css/widget-testimonial.min.css
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:01] [class-ss-page.php:119] Checking Content Identical:b52de0dbf4848753de197c960daa8d65de9257ce===. Value: FALSE
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-text-editor-rtl.min.css
[2025-03-09 07:24:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:396; Total: 834
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd4211c40fc-lXNLrb.tmp
[2025-03-09 07:24:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-text-editor-rtl.min.css?simply_static_page=1369
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-text-editor-rtl.min.css?simply_static_page=1369
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:103] Filesize: 705 bytes
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-text-editor-rtl.min.css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd4211c40fc-lXNLrb.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/css/widget-text-editor-rtl.min.css
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:01] [class-ss-page.php:119] Checking Content Identical:e4e3f2f3e5bd75dd9668049a3bfbb1824fbe7784===. Value: FALSE
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css
[2025-03-09 07:24:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:395; Total: 834
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd4211cca0d-B3Nf7s.tmp
[2025-03-09 07:24:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?simply_static_page=1370
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?simply_static_page=1370
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:103] Filesize: 704 bytes
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-text-editor.min.css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd4211cca0d-B3Nf7s.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:01] [class-ss-page.php:119] Checking Content Identical:d87fdfdf2418d103747e39cfeb9c406390509c70===. Value: FALSE
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-text-path-rtl.min.css
[2025-03-09 07:24:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:394; Total: 834
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd4211d64ce-OicxSv.tmp
[2025-03-09 07:24:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-text-path-rtl.min.css?simply_static_page=1371
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-text-path-rtl.min.css?simply_static_page=1371
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:103] Filesize: 1088 bytes
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-text-path-rtl.min.css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd4211d64ce-OicxSv.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/css/widget-text-path-rtl.min.css
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:01] [class-ss-page.php:119] Checking Content Identical:74049796722b59810c42b9d800d8062596d08888===. Value: FALSE
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-text-path.min.css
[2025-03-09 07:24:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:393; Total: 834
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd4211dcf3b-HsDtW5.tmp
[2025-03-09 07:24:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-text-path.min.css?simply_static_page=1372
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-text-path.min.css?simply_static_page=1372
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:103] Filesize: 1088 bytes
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-text-path.min.css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd4211dcf3b-HsDtW5.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/css/widget-text-path.min.css
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:01] [class-ss-page.php:119] Checking Content Identical:df5bd2f133617fa1357a509f62f110e048d33552===. Value: FALSE
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-toggle-rtl.min.css
[2025-03-09 07:24:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:392; Total: 834
[2025-03-09 07:24:01] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd4211e4451-sIbTEy.tmp
[2025-03-09 07:24:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-toggle-rtl.min.css?simply_static_page=1373
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/css/widget-toggle-rtl.min.css?simply_static_page=1373
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:103] Filesize: 1578 bytes
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-09 07:24:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-toggle-rtl.min.css
